id,raw_budget,raw_revenue
9679,"$90,000,000","$129,477,395"
5121,"$3,000,000","$5,300,000"
10571,"$35,000,000","$4,050,963"
479,"$46,000,000","$107,196,498"
7450,"$75,000,000","$14,001,208"
7443,"$45,000,000","$224,834,564"
2123,"$51,000,000","$149,270,999"
2024,"$110,000,000","$215,294,342"
2133,"$140,000,000","$143,138,203"
11598,"$650,000","$5,000,000"
12764,"$2,410,000","$4,180,000"
4244,"$65,000,000","$110,317,580"
4247,"$19,000,000","$278,019,771"
20770,"$1,200,000","$389,589"
1052,"$1,800,000","$20,000,000"
36657,"$75,000,000","$296,339,527"
2655,"$100,000,000","$94,002,283"
12599,"$30,000,000","$133,949,270"
12107,"$84,000,000","$38,322,845"
10641,"$65,000,000","$90,726,668"
6282,"$45,000,000","$40,774,230"
9383,"$95,000,000","$191,200,000"
5551,"$65,000,000","$128,884,132"
10393,"$50,000,000","$50,054,511"
8843,"$33,000,000","$42,821,784"
10643,"$13,000,000","$24,522,891"
23618,"$13,000,000","$38,251,106"
1588,"$11,000,000","$90,449,929"
10480,"$24,000,000","$2,133,268"
1619,"$8,500,000","$7,014,079"
786,"$60,000,000","$47,383,689"
12212,"$14,000,000","$38,574,362"
16,"$12,800,000","$40,031,879"
10637,"$30,000,000","$136,706,683"
20455,"$5,000,000","$16,643,191"
10461,"$63,600,000","$4,445,811"
1597,"$55,000,000","$330,444,045"
641,"$4,500,000","$3,754,626"
6521,"$20,000,000","$22,361,811"
10763,"$23,000,000","$22,844,291"
10383,"$50,000,000","$31,355,910"
2134,"$750,000","$2,610,000"
71,"$5,000,000","$87,285,000"
1636,"$48,000,000","$90,383,208"
10647,"$40,000,000","$55,707,411"
12207,"$10,000,000","$311,546,543"
11531,"$15,000,000","$47,737,094"
4327,"$93,000,000","$264,105,545"
9678,"$85,000,000","$58,292,295"
11978,"$32,000,000","$82,343,495"
8870,"$80,000,000","$15,983,079"
681,"$7,200,000","$72,200,000"
8452,"$82,000,000","$96,085,477"
8871,"$123,000,000","$345,141,403"
16340,"$30,000,000","$103,291,131"
10481,"$85,000,000","$116,654,745"
10876,"$13,500,000","$17,989,227"
9741,"$75,000,000","$249,511,339"
146,"$17,000,000","$213,525,736"
11849,"$45,000,000","$18,586,724"
11983,"$65,000,000","$62,761,005"
11678,"$75,000,000","$215,663,859"
708,"$30,000,000","$140,000,000"
2604,"$14,000,000","$161,001,698"
11064,"$20,000,000","$45,833,132"
392,"$25,000,000","$152,699,946"
8859,"$13,000,000","$73,180,723"
11688,"$100,000,000","$169,327,687"
12509,"$6,000,000","$10,558,970"
3981,"$70,000,000","$374,111,707"
711,"$43,000,000","$80,049,764"
2046,"$10,000,000","$32,558,964"
8358,"$90,000,000","$429,632,142"
5994,"$60,000,000","$124,745,083"
1493,"$45,000,000","$212,742,720"
134,"$26,000,000","$71,868,327"
10577,"$54,000,000","$47,053,625"
21355,"$57,000,000","$18,133,495"
11973,"$80,000,000","$66,579,890"
1900,"$48,000,000","$207,515,725"
9989,"$30,000,000","$6,867,516"
9816,"$13,000,000","$131,706,809"
5955,"$35,000,000","$29,419,291"
2018,"$35,000,000","$94,728,529"
96,"$28,000,000","$300,000,000"
90,"$14,000,000","$316,360,478"
12506,"$29,000,000","$25,899,797"
10110,"$35,000,000","$66,700,000"
764,"$350,000","$29,400,000"
580,"$23,000,000","$51,881,013"
10984,"$10,000,000","$16,300,000"
9740,"$87,000,000","$351,692,268"
16300,"$49,000,000","$71,186,502"
1921,"$40,000,000","$65,754,228"
23685,"$75,000,000","$2,210,366"
6073,"$57,000,000","$147,845,033"
2749,"$60,000,000","$56,359,980"
1888,"$3,705,000","$6,800,000"
9594,"$15,000,000","$80,500,000"
853,"$68,000,000","$96,976,270"
10877,"$50,000,000","$79,958,599"
77,"$9,000,000","$39,723,096"
10054,"$35,000,000","$35,215,179"
2575,"$18,000,000","$14,278,720"
2043,"$60,000,000","$105,178,561"
4133,"$53,000,000","$83,282,296"
10991,"$16,000,000","$68,411,275"
634,"$25,000,000","$281,929,795"
9290,"$21,150,000","$39,438,674"
111,"$25,000,000","$65,884,703"
12484,"$15,000,000","$1,416,400"
24113,"$90,000,000","$10,364,769"
1734,"$98,000,000","$433,013,274"
8095,"$31,115,000","$62,000,000"
25221,"$40,000,000","$23,202,444"
9062,"$2,200,000","$136,400,000"
9476,"$65,000,000","$117,487,473"
808,"$60,000,000","$484,409,218"
824,"$50,000,000","$179,213,434"
676,"$140,000,000","$449,220,945"
43329,"$1,240,000","$6,000,000"
1406,"$27,000,000","$179,033,791"
21876,"$5,760,000","$13,975,000"
11090,"$47,000,000","$84,772,742"
9397,"$80,000,000","$98,376,292"
9705,"$102,000,000","$147,080,413"
1089,"$24,000,000","$97,000,000"
10297,"$1,870,000","$8,000,000"
31935,"$6,250,000","$1,590,000"
10865,"$120,000,000","$101,997,253"
1995,"$115,000,000","$274,703,340"
10808,"$70,000,000","$176,104,344"
9799,"$38,000,000","$207,283,925"
644,"$100,000,000","$235,927,000"
10992,"$60,000,000","$200,687,492"
2140,"$25,000,000","$27,592,723"
4248,"$45,000,000","$69,911,681"
16211,"$6,500,000","$23,000,000"
18030,"$410,000","$952,000"
9462,"$130,000","$1,157,316"
2114,"$137,000,000","$53,000,000"
8835,"$18,000,000","$141,774,679"
11371,"$68,000,000","$113,579,918"
19382,"$20,000,000","$51,684,798"
7520,"$20,000,000","$171,504,781"
9602,"$39,000,000","$288,800,000"
10130,"$22,000,000","$61,149,479"
49365,"$4,700,000","$7,000,000"
12144,"$12,500,000","$84,460,846"
9493,"$15,000,000","$104,700,000"
11352,"$31,000,000","$74,134,790"
4105,"$30,000,000","$134,212,055"
9085,"$30,000,000","$35,000,000"
10345,"$17,000,000","$78,247,647"
9494,"$7,500,000","$296,999,813"
331,"$93,000,000","$368,780,809"
11467,"$46,000,000","$138,191,428"
1548,"$7,000,000","$8,761,393"
869,"$100,000,000","$362,211,740"
12150,"$19,000,000","$110,879,513"
2616,"$15,000,000","$79,258,538"
2057,"$42,000,000","$18,868,099"
9880,"$26,000,000","$165,335,153"
5175,"$90,000,000","$347,325,802"
2770,"$30,000,000","$142,405,000"
1933,"$17,000,000","$209,947,037"
13496,"$35,000,000","$13,601,109"
1722,"$57,000,000","$36,569,000"
9896,"$48,000,000","$85,498,534"
8922,"$10,000,000","$21,313,614"
12508,"$57,000,000","$19,334,145"
10696,"$22,000,000","$5,271,666"
2034,"$45,000,000","$104,876,233"
11576,"$9,400,000","$60,000,000"
12103,"$50,000,000","$100,020,092"
9398,"$28,000,000","$60,780,981"
10866,"$23,000,000","$37,000,000"
9778,"$28,000,000","$77,516,304"
40220,"$300,000","$35,000,000"
3172,"$75,000,000","$67,631,903"
1018,"$15,000,000","$12,892,096"
768,"$35,000,000","$38,700,761"
2100,"$72,000,000","$27,642,707"
11091,"$48,000,000","$5,577,772"
167,"$68,000,000","$65,001,485"
9378,"$42,000,000","$68,467,960"
11457,"$27,000,000","$5,920,746"
11456,"$75,000,000","$59,249,294"
585,"$115,000,000","$131,600,000"
10796,"$49,000,000","$28,783,380"
9889,"$40,000,000","$141,069,860"
671,"$125,000,000","$974,755,371"
1535,"$115,000,000","$143,049,560"
1999,"$1,700,000","$43,368,779"
8738,"$12,000,000","$56,647,800"
8007,"$40,000,000","$91,753,222"
161,"$85,000,000","$184,000,000"
11397,"$15,000,000","$28,216,048"
1903,"$68,000,000","$203,388,341"
9428,"$21,000,000","$71,441,250"
12589,"$30,000,000","$102,992,536"
11232,"$48,000,000","$76,019,048"
120,"$93,000,000","$871,530,324"
11086,"$72,000,000","$37,317,558"
453,"$58,000,000","$313,542,341"
42612,"$800,000","$1,000,000"
12593,"$850,000","$90,000,000"
37257,"$3,000,000","$9,000,000"
8489,"$107,000,000","$87,713,825"
855,"$92,000,000","$172,989,651"
5279,"$19,800,000","$87,754,044"
10950,"$22,000,000","$57,506,287"
6440,"$35,000,000","$24,690,441"
11595,"$38,000,000","$153,518,974"
61934,"$1,748,000","$2,150,000"
848,"$18,000,000","$14,914,786"
9610,"$18,000,000","$100,042,035"
11888,"$35,000,000","$115,035,090"
10423,"$14,000,000","$63,512,679"
11362,"$35,000,000","$75,395,048"
2637,"$32,000,000","$55,157,539"
9884,"$85,000,000","$25,900,000"
11535,"$70,000,000","$25,852,764"
11212,"$50,000,000","$27,371,505"
17130,"$12,000,000","$61,141,030"
10592,"$70,000,000","$13,209,403"
8470,"$36,000,000","$102,244,770"
16690,"$20,000,000","$23,900,000"
9272,"$17,000,000","$60,417,219"
32499,"$1,558,000","$3,373,000"
10052,"$60,000,000","$21,500,000"
11979,"$35,000,000","$45,479,110"
2752,"$17,000,000","$40,500,000"
10590,"$75,000,000","$114,660,784"
18646,"$1,590,920","$3,925,000"
2135,"$80,000,000","$123,729,176"
425,"$59,000,000","$188,600,000"
1576,"$33,000,000","$102,441,078"
5851,"$85,000,000","$77,741,732"
11006,"$4,300,000","$300,000,000"
36586,"$54,000,000","$68,500,000"
4547,"$48,000,000","$196,397,415"
14635,"$20,000,000","$80,693,537"
11560,"$42,000,000","$63,781,100"
1537,"$45,000,000","$94,935,764"
11812,"$43,000,000","$68,696,770"
35080,"$7,000,000","$3,646,994"
8346,"$5,000,000","$368,744,044"
12154,"$11,000,000","$242,780,960"
9334,"$60,000,000","$165,333,180"
11470,"$11,000,000","$16,951,798"
16643,"$40,000,000","$16,873,000"
557,"$139,000,000","$399,200,000"
2251,"$50,000,000","$122,000,000"
28907,"$2,524,315","$5,175,000"
245,"$30,000,000","$84,600,000"
1894,"$115,000,000","$649,398,328"
42193,"$8,000,000","$3,200,000"
1957,"$38,000,000","$51,801,187"
320,"$46,000,000","$46,359,317"
9023,"$80,000,000","$33,300,000"
17734,"$4,500,000","$3,706,652"
4614,"$68,000,000","$36,700,000"
3132,"$70,000,000","$35,817,134"
9583,"$27,000,000","$4,240,224"
2501,"$60,000,000","$214,034,224"
9637,"$84,000,000","$99,000,000"
12100,"$115,000,000","$34,000,000"
13909,"$1,600,000","$2,500,000"
11544,"$80,000,000","$273,144,151"
180,"$102,000,000","$196,800,000"
2022,"$50,000,000","$171,269,535"
21972,"$30,000,000","$62,432,423"
608,"$140,000,000","$235,200,000"
6278,"$60,000,000","$39,088,201"
4147,"$80,000,000","$181,001,478"
19731,"$602,000","$15,000,000"
11442,"$15,000,000","$7,310,413"
8869,"$30,000,000","$21,700,000"
8665,"$100,000,000","$30,547,160"
10996,"$120,000,000","$99,800,000"
818,"$63,000,000","$74,800,000"
23728,"$3,525,000","$28,231,000"
2675,"$72,000,000","$162,000,000"
9488,"$38,000,000","$119,723,358"
7451,"$70,000,000","$277,448,382"
11692,"$100,000,000","$2,683,893"
9266,"$30,000,000","$11,209,000"
9357,"$12,000,000","$19,500,000"
12771,"$29,000,000","$20,146,150"
9595,"$26,000,000","$181,096,164"
9941,"$14,000,000","$91,411,255"
39833,"$1,000,000","$9,000,000"
15516,"$90,000","$10,000,000"
10611,"$12,000,000","$77,063,924"
4108,"$21,000,000","$43,928,932"
9685,"$9,000,000","$2,087,664"
12262,"$230,000","$25,000,000"
9034,"$10,000,000","$38,068,353"
11013,"$4,000,000","$5,244,929"
129,"$19,000,000","$274,925,095"
11529,"$38,000,000","$180,622,424"
10771,"$60,000,000","$53,843,625"
9533,"$78,000,000","$209,196,298"
15720,"$6,500,000","$2,006,391"
12590,"$40,000,000","$2,622,015"
1809,"$4,000,000","$11,805,917"
10994,"$16,000,000","$21,229,200"
1430,"$4,000,000","$35,564,473"
8051,"$25,000,000","$6,821,433"
15992,"$25,000,000","$1,574,536"
565,"$48,000,000","$100,600,000"
21925,"$3,000,000","$155,640"
19403,"$10,000,000","$86,000"
11009,"$3,000,000","$142,900,000"
10805,"$22,000,000","$127,092,670"
9645,"$35,000,000","$68,349,884"
9012,"$5,000,000","$75,000,000"
13440,"$60,000,000","$7,093,284"
1360,"$12,000,000","$56,298,474"
12208,"$12,000,000","$41,744,718"
1941,"$4,000,000","$21,750,000"
9021,"$65,000,000","$172,855,065"
65,"$41,000,000","$242,875,078"
672,"$100,000,000","$878,979,634"
36669,"$142,000,000","$431,971,116"
9016,"$140,000,000","$53,700,000"
16028,"$17,000,000","$16,130,385"
9932,"$60,000,000","$54,994,757"
7299,"$20,000,000","$4,155,851"
17360,"$10,000,000","$27,453,418"
7303,"$55,000,000","$24,600,000"
201,"$60,000,000","$67,312,826"
2755,"$30,000,000","$22,700,000"
121,"$94,000,000","$926,047,111"
3131,"$100,000,000","$103,500,000"
2642,"$60,000,000","$88,000,000"
14317,"$25,000,000","$60,694,737"
640,"$52,000,000","$135,400,000"
1574,"$45,000,000","$136,089,214"
590,"$25,000,000","$108,846,072"
423,"$35,000,000","$120,072,577"
12090,"$18,000,000","$101,564,935"
10628,"$60,000,000","$21,898,898"
598,"$3,300,000","$18,062,482"
34148,"$2,000,000","$25,000,000"
10727,"$11,000,000","$14,937,140"
9358,"$26,000,000","$42,729,562"
1647,"$46,000,000","$101,191,884"
9027,"$11,000,000","$20,737,147"
10724,"$18,000,000","$70,687,344"
9919,"$50,000,000","$177,371,441"
6038,"$50,000,000","$88,323,487"
9480,"$78,000,000","$179,179,718"
14873,"$20,000,000","$135,680,000"
59401,"$1,640,000","$1,080,000"
11615,"$50,000,000","$16,971,092"
11635,"$24,000,000","$87,055,349"
10623,"$30,000,000","$56,489,558"
9613,"$8,000,000","$3,821,651"
10678,"$33,000,000","$31,955,288"
9567,"$70,000,000","$86,468,162"
10632,"$55,000,000","$10,782,486"
10929,"$22,000,000","$8,546,666"
36362,"$5,037,000","$25,000,000"
9669,"$6,000,000","$18,686,644"
66027,"$1,250,000","$4,500,000"
9557,"$20,000,000","$5,872,571"
6171,"$68,000,000","$40,904,356"
29912,"$5,000,000","$32,000,000"
10782,"$50,000,000","$15,999,250"
9341,"$60,000,000","$41,559,648"
10735,"$20,000,000","$14,622,111"
8409,"$36,000,000","$44,350,926"
1817,"$13,000,000","$97,837,138"
9506,"$75,000,000","$58,689,545"
14290,"$250,000","$3,809,226"
2662,"$7,000,000","$16,829,545"
11817,"$52,000,000","$13,960,630"
8326,"$20,000,000","$71,406,573"
994,"$3,251,794","$11,148,828"
9930,"$40,000,000","$93,151,591"
16651,"$7,000,000","$4,760,014"
10743,"$15,000,000","$10,404,230"
2832,"$30,000,000","$38,100,000"
18736,"$17,000,000","$11,273,034"
36658,"$110,000,000","$407,711,549"
10708,"$60,000,000","$52,200,000"
42792,"$3,000,000","$40,000,000"
34857,"$1,981,000","$3,117,000"
604,"$150,000,000","$742,128,461"
10720,"$35,000,000","$14,000,000"
310,"$81,000,000","$484,592,874"
5146,"$40,000,000","$3,905,032"
12,"$94,000,000","$921,616,174"
9654,"$60,000,000","$54,548,734"
9902,"$12,600,000","$8,922,208"
584,"$76,000,000","$107,376,377"
43239,"$1,853,463","$4,417,753"
21717,"$4,800,000","$16,500,000"
32489,"$6,000,000","$40,000,000"
10152,"$19,000,000","$12,512,587"
20694,"$25,000,000","$13,203,787"
170,"$8,000,000","$82,719,885"
9471,"$120,000,000","$259,175,788"
19957,"$2,600,000","$8,100,000"
43039,"$151,000","$8,000,000"
33454,"$3,500,000","$6,746,000"
1927,"$137,000,000","$109,405,772"
10327,"$45,000,000","$30,200,000"
14411,"$60,000,000","$40,649,582"
296,"$200,000,000","$277,271,324"
22,"$140,000,000","$654,264,015"
8698,"$78,000,000","$175,465,204"
17920,"$8,000,000","$5,403,151"
8961,"$130,000,000","$129,300,000"
9486,"$35,000,000","$129,300,000"
3472,"$10,000,000","$4,550,000"
1996,"$95,000,000","$156,505,388"
4464,"$87,000,000","$148,336,445"
12279,"$38,000,000","$197,011,982"
12530,"$2,750,000","$4,500,000"
8273,"$55,000,000","$122,668,512"
10330,"$26,000,000","$160,846,332"
9257,"$80,000,000","$207,725,639"
6466,"$30,000,000","$18,000,000"
2055,"$22,000,000","$68,296,293"
11770,"$10,000,000","$42,776,760"
10923,"$26,000,000","$10,695,398"
3055,"$5,000,000","$50,000,000"
9362,"$11,000,000","$48,572,000"
10999,"$10,000,000","$57,491,000"
33521,"$12,164,000","$31,235,812"
10610,"$41,000,000","$34,268,701"
2830,"$14,000,000","$18,191,005"
11351,"$17,000,000","$27,435,448"
11547,"$1,500,000","$9,395,206"
7270,"$62,000,000","$65,565,672"
1428,"$29,000,000","$41,825,802"
153,"$4,000,000","$119,723,856"
8408,"$3,500,000","$34,000,000"
43041,"$1,357,000","$2,750,000"
277,"$22,000,000","$95,708,457"
7288,"$40,000,000","$19,322,135"
10159,"$85,000,000","$80,916,492"
10934,"$18,000,000","$58,878,723"
821,"$3,000,000","$10,000,000"
10438,"$15,000,000","$118,154,166"
9874,"$25,000,000","$160,000,000"
7442,"$19,000,000","$73,400,000"
1584,"$35,000,000","$131,282,949"
4997,"$5,000,000","$1,405,932"
322,"$25,000,000","$8,420,673"
11775,"$60,000,000","$119,940,815"
24,"$30,000,000","$180,949,045"
11329,"$60,000,000","$67,338,219"
9373,"$9,200,000","$107,071,655"
1550,"$300,000","$3,272,028"
10629,"$17,000,000","$9,439,660"
10944,"$12,000,000","$18,976,191"
4256,"$48,000,000","$220,673,217"
10009,"$128,000,000","$250,397,798"
1807,"$3,000,000","$10,020,543"
10922,"$30,000,000","$24,863,804"
13537,"$6,000,000","$2,944,752"
605,"$150,000,000","$275,125,460"
10719,"$33,000,000","$220,443,451"
508,"$40,000,000","$244,931,766"
10715,"$80,000,000","$68,514,844"
8619,"$150,000,000","$212,011,111"
10588,"$109,000,000","$133,960,541"
4970,"$40,000,000","$141,591,324"
10147,"$23,000,000","$77,147,031"
10756,"$90,000,000","$182,290,266"
9562,"$80,000,000","$43,935,763"
9556,"$16,000,000","$48,878,520"
31510,"$3,900,000","$5,027,000"
951,"$26,000,000","$216,000,000"
1643,"$1,250,000","$96,301,534"
10413,"$15,000,000","$30,000,000"
11092,"$22,000,000","$135,000,000"
9261,"$1,000,000","$30,000,000"
10021,"$12,000,000","$110,996,879"
11676,"$25,000,000","$21,000,000"
28292,"$747,000","$2,685,000"
31798,"$610,000","$2,335,000"
41465,"$4,700,000","$6,455,000"
618,"$100,000","$11,000,000"
3089,"$3,000,000","$9,012,000"
79,"$31,000,000","$177,394,432"
70881,"$1,152,000","$1,439,000"
10023,"$20,000,000","$66,673,516"
11519,"$35,000,000","$92,455,742"
255,"$350,000","$1,500,000"
616,"$140,000,000","$456,758,981"
587,"$70,000,000","$122,919,055"
6964,"$80,000,000","$266,728,738"
1792,"$55,000,000","$65,784,503"
122,"$94,000,000","$1,119,929,521"
11820,"$65,000,000","$141,337,989"
8696,"$10,000,000","$96,542,059"
504,"$4,500,000","$64,240,813"
11007,"$40,000,000","$51,597,569"
2289,"$79,000,000","$173,013,509"
9620,"$60,000,000","$96,269,812"
10601,"$100,000,000","$73,512,403"
5966,"$42,000,000","$171,963,386"
10718,"$40,000,000","$25,331,138"
16933,"$400,000","$4,000,000"
1954,"$13,000,000","$96,060,858"
13476,"$24,000,000","$20,866,170"
21301,"$18,000,000","$65,971,313"
14292,"$28,000,000","$64,445,708"
1824,"$75,000,000","$75,577,026"
8842,"$39,000,000","$6,614,280"
11132,"$15,000,000","$33,051,296"
615,"$30,000,000","$611,899,420"
10677,"$25,000,000","$27,685,016"
2023,"$100,000,000","$40,800,000"
9384,"$60,000,000","$75,000,000"
1586,"$40,000,000","$92,913,171"
924,"$26,000,000","$43,335,424"
38,"$20,000,000","$73,169,222"
11081,"$45,000,000","$65,470,529"
16941,"$5,000,000","$4,856,298"
5516,"$35,000,000","$76,747,441"
11024,"$80,000,000","$181,466,833"
1487,"$66,000,000","$99,318,987"
13700,"$110,000,000","$103,951,461"
10733,"$107,000,000","$25,819,961"
14442,"$35,000,000","$27,388,767"
6844,"$13,282,712","$120,336,000"
923,"$650,000","$55,000,000"
41857,"$4,450,000","$12,000,000"
10338,"$5,600,000","$29,950,000"
2098,"$1,000,000","$9,442,967"
393,"$30,000,000","$152,159,461"
7220,"$33,000,000","$54,700,105"
10096,"$37,000,000","$96,455,697"
9509,"$70,000,000","$130,293,714"
11141,"$28,000,000","$12,144,910"
10625,"$17,000,000","$34,600,000"
7131,"$160,000,000","$300,257,475"
652,"$175,000,000","$497,409,852"
10375,"$55,000,000","$6,416,302"
9461,"$850,000","$90,000,000"
667,"$9,500,000","$111,600,000"
700,"$27,500,000","$119,600,000"
36670,"$36,000,000","$104,600,000"
13937,"$12,000,000","$37,170,057"
25508,"$134,000","$4,000,000"
50271,"$1,252,000","$1,924,000"
10604,"$783,000","$23,500,000"
44098,"$1,644,000","$4,327,000"
25009,"$3,103,000","$8,268,000"
82838,"$779,000","$765,000"
14588,"$683,000","$3,165,000"
20644,"$889,000","$2,000,000"
11577,"$4,638,783","$5,367,980"
11942,"$1,500,000","$2,168,998"
23330,"$3,716,946","$5,000,000"
5927,"$3,200,000","$2,800,000"
14703,"$3,000,000","$12,000,000"
10775,"$6,428,966","$8,708,932"
18283,"$2,352,625","$3,275,000"
5916,"$3,352,254","$58,831,997"
14554,"$1,271,000","$3,788,000"
27115,"$217,000","$300,000"
31526,"$1,114,000","$1,843,000"
31623,"$1,631,000","$13,666,420"
33738,"$1,725,970","$4,344,000"
13763,"$7,200,000","$80,000,000"
1994,"$218,869","$443,000"
809,"$150,000,000","$919,838,758"
435,"$125,000,000","$544,272,402"
13193,"$5,000,000","$10,156,933"
673,"$130,000,000","$796,688,549"
16617,"$27,000,000","$23,658,061"
2789,"$105,000,000","$115,772,733"
8920,"$35,000,000","$99,800,000"
9890,"$90,000,000","$102,001,626"
8193,"$400,000","$1,576,504"
27017,"$802,000","$4,371,000"
52959,"$14,000,000","$10,000,000"
20849,"$2,592,000","$3,027,000"
80708,"$340,691","$1,218,000"
26516,"$1,168,000","$8,144,000"
43336,"$1,383,000","$3,585,000"
43805,"$2,677,762","$3,150,000"
16559,"$3,500,000","$1,576,000"
8341,"$3,000,000","$23,560,500"
19414,"$1,775,000","$7,050,000"
17820,"$2,295,429","$7,621,000"
26175,"$3,842,000","$24,729,920"
42812,"$376,000","$486,000"
3019,"$535,000","$1,072,000"
17761,"$1,470,000","$8,500,000"
10204,"$110,000,000","$72,178,895"
9472,"$20,000,000","$167,722,310"
594,"$60,000,000","$218,686,156"
12153,"$37,000,000","$42,254,715"
11036,"$29,000,000","$115,603,229"
54028,"$1,324,000","$2,783,000"
76076,"$2,000,000","$1,500,000"
3484,"$327,627","$248,000"
1777,"$6,000,000","$222,446,320"
558,"$200,000,000","$375,400,000"
9477,"$120,000,000","$203,567,857"
8699,"$26,000,000","$90,574,188"
9893,"$10,000,000","$10,148,953"
11247,"$20,000,000","$70,164,105"
2048,"$120,000,000","$144,801,023"
11897,"$15,000,000","$50,000,000"
2502,"$75,000,000","$288,500,217"
314,"$100,000,000","$82,102,379"
18923,"$6,500,000","$1,548,955"
42525,"$11,000,000","$1,280,000"
42737,"$6,290,000","$4,045,000"
14462,"$80,000,000","$96,105,964"
6947,"$60,000,000","$142,500,000"
401,"$2,500,000","$9,043,000"
44289,"$11,500,000","$15,840,000"
1538,"$65,000,000","$36,800,000"
11130,"$40,000,000","$134,734,481"
395,"$60,000,000","$171,183,863"
10762,"$19,000,000","$71,274,967"
11026,"$50,000,000","$78,000,586"
11237,"$25,000,000","$70,992,898"
8080,"$27,000,000","$11,376,220"
14797,"$10,000,000","$6,106,178"
11632,"$23,000,000","$19,247,496"
9759,"$25,000,000","$56,422,687"
1577,"$45,000,000","$78,193,382"
11823,"$31,000,000","$41,512,007"
10145,"$42,000,000","$117,592,831"
10555,"$75,000,000","$367,275,019"
11128,"$55,000,000","$102,332,848"
11045,"$25,000,000","$68,895,435"
4380,"$50,000,000","$170,128,460"
3989,"$30,000,000","$17,447,224"
15566,"$45,000,000","$14,793,624"
1970,"$10,000,000","$187,281,115"
8849,"$60,000,000","$35,150,546"
9675,"$12,000,000","$109,706,931"
4553,"$5,000,000","$8,203,235"
176,"$1,200,000","$103,911,669"
1677,"$40,000,000","$74,737,765"
10740,"$20,000,000","$23,925,492"
9806,"$92,000,000","$631,442,092"
5255,"$165,000,000","$307,514,317"
11249,"$12,000,000","$7,658,245"
10589,"$58,000,000","$61,347,797"
9801,"$40,000,000","$262,520,724"
866,"$25,000,000","$116,766,556"
2059,"$100,000,000","$174,443,000"
140,"$5,000,000","$40,273,930"
11836,"$30,000,000","$140,161,792"
1966,"$155,000,000","$167,298,192"
13673,"$60,000,000","$96,572,480"
2288,"$27,000,000","$115,505,027"
163,"$110,000,000","$107,300,000"
36648,"$65,000,000","$128,905,366"
32558,"$4,041,000","$1,510,000"
70368,"$17,311","$137,365"
96713,"$212,000","$438,000"
3060,"$245,000","$22,000,000"
56724,"$411,676","$571,000"
39130,"$435,000","$2,100,000"
28910,"$305,177","$224,000"
38721,"$519,000","$2,067,000"
43874,"$1,486,000","$1,688,000"
55604,"$1,614,000","$12,147,700"
33112,"$1,166,000","$2,264,300"
22387,"$1,210,000","$17,760,460"
26701,"$2,164,000","$3,399,000"
29244,"$1,243,000","$2,841,000"
83838,"$1,745,000","$1,910,000"
29380,"$2,503,654","$6,803,000"
35032,"$3,700,000","$2,956,000"
41609,"$4,474,000","$8,412,000"
29885,"$2,325,420","$5,421,000"
25209,"$3,768,785","$8,010,000"
43388,"$2,258,000","$9,955,000"
43961,"$1,111,000","$2,589,000"
28431,"$1,708,000","$5,628,967"
94123,"$1,976,000","$1,978,000"
17640,"$2,062,256","$2,485,000"
44134,"$659,000","$950,000"
69977,"$1,500,000","$2,600,000"
50474,"$6,500,000","$4,100,000"
10299,"$2,235,000","$4,950,000"
23574,"$20,000,000","$19,816,200"
3482,"$6,700,000","$6,000,000"
4191,"$747,000","$1,750,000"
5767,"$4,000,000","$12,000,000"
24402,"$500,000","$100,000,000"
38985,"$12,000,000","$9,000,000"
1362,"$3,000,000","$5,000,000,000"
42086,"$700,000","$2,602,206"
27064,"$5,000,000","$518,842"
