id,raw_budget,raw_revenue,raw
862,30000000,364545516,1995
8844,65000000,262758310,1995
11860,58000000,87100000,1995
710,60000000,356429941,1995
10858,45000000,34668249,1995
1408,92000000,18517322,1995
524,52000000,110400000,1995
4584,16500000,134993774,1995
9273,30000000,212400000,1995
11517,68000000,77224232,1995
8012,30250000,115021008,1995
9691,50000000,83306268,1995
451,4000000,49800000,1995
63,29000000,168841459,1995
9598,30000000,246100000,1995
687,11000000,83088295,1995
31174,9200000,4199334,1995
9312,20000000,122133227,1995
577,20000000,27688744,1995
807,30000000,328125643,1995
10530,55000000,347100000,1995
9089,20000000,22119269,1995
2054,31000000,106282604,1995
10634,3500000,27936778,1995
755,20000000,25732986,1996
11859,50000000,26097497,1995
9095,47000000,12900000,1996
9208,65000000,148345997,1996
9614,10000000,41004412,1996
197,72000000,209045522,1995
103,1000000,28316211,1976
33542,7500000,36238752,1996
11066,42000000,131052444,1992
2074,7000000,16149180,1996
5757,20000000,41342180,2006
9737,23000000,141247413,1995
568,65000000,334100000,1995
414,100000000,336529144,1995
8839,55000000,282300000,1995
10329,50000000,152022333,1995
8963,55000000,159387195,1995
1572,90000000,366101666,1995
6520,75000000,127361412,1995
9482,85000000,113487912,1995
9344,1500000,20412216,1995
10802,40000000,37750754,1995
9348,35000000,113354449,1995
3512,60000000,104324083,1995
9804,175000000,264246220,1995
76,2500000,5683223,1995
2292,27000,3894240,1994
8984,55000000,212200000,1994
8467,16000000,246400000,1994
14275,700000,11768371,1994
1024,5000000,5438120,1994
11,11000000,786598007,1977
4476,30000000,160502573,1994
680,8000000,212928762,1994
2164,55000000,196565669,1994
193,38000000,120000000,1994
3049,12000000,107217396,1994
9331,62000000,207500000,1994
13,55000000,679850637,1994
712,4500000,242895809,1994
1637,30000000,283200000,1994
8831,28000000,102053581,1994
36955,100000000,365300000,1994
10395,70000000,131011757,1994
11667,35000000,99423000,1994
306,50000000,119180938,1994
9350,65000000,255000000,1993
1634,20000000,153698625,1993
329,63000000,1038812584,1993
9593,85000000,137298489,1993
2320,55000000,122079192,1996
788,25000000,441286003,1993
9800,26000000,201324422,1993
424,25000000,321365567,1993
78,28000000,33139618,1982
319,12500000,12309980,1993
11446,800000,5034794,1996
771,15000000,476684675,1990
251,22000000,517600000,1990
812,28000000,504050219,1992
280,100000000,515419827,1991
581,19000000,424200000,1990
268,35000000,411348924,1989
10020,20000000,451329842,1991
114,14000000,432645872,1990
275,7000000,51204567,1996
9099,39000000,37956589,1996
10684,46000000,100833145,1996
954,80000000,457697994,1996
8840,57000000,104364680,1996
2300,80000000,250200000,1996
36355,25530000,30593313,1996
664,88000000,495700000,1996
9323,110000000,167918847,2017
9879,50000000,113309743,1996
627,3100000,71558971,1996
602,75000000,817400878,1996
11543,25000000,32223424,1996
9268,100000000,234400000,1996
11228,80000000,158908290,1996
9294,32000000,152036382,1996
49963,1000000,1615787,1996
11363,3500000,13795053,1996
18550,30000000,19892205,1996
3595,70000000,308700000,1996
12123,55000000,60209334,1996
3573,5900000,37831658,1996
10478,45000000,75854588,1996
9303,4500000,7011317,1996
410921,25000000,64594061,1997
11113,17000000,72070955,1964
770,3900000,390525192,1939
62,10500000,68700000,1968
3080,609000,3202000,1935
1585,3180000,9576159,1946
10861,25000000,51702929,1996
1770,25000000,27572844,1996
864,14000000,155056263,1993
11224,2900000,263591415,1950
8367,50000000,390500000,1991
562,28000000,139109346,1988
9591,2500000,34557416,1996
9716,20000000,34600000,1996
10218,200000,6618578,1996
819,44000000,165600852,1996
601,10500000,792965326,1982
2119,60000000,157670733,1990
744,15000000,356800601,1986
1412,1200000,36741667,1989
85,20000000,389925971,1981
68,15000000,9930649,1985
679,17000000,183316455,1986
947,15000000,69995385,1962
28,31500000,81250488,1979
769,25000000,46777347,1990
348,9000000,203630630,1979
766,11000000,21502976,1993
539,20000000,37226218,1998
10705,9000000,10176701,1989
311,30000000,5564014,1984
207,16400000,239500000,1989
33,14400000,159157447,1992
105,19000000,385524862,1985
8009,16000000,12900000,1986
89,48000000,474171806,1989
783,22000000,127767889,1982
639,16000000,92961960,1989
1598,35000000,182291969,1991
6217,134000,8000000,1942
199,46000000,150000000,1996
7863,5500000,36663895,1996
12498,4833610,34175000,1996
9279,60000000,129832389,1996
1573,70000000,239814025,1990
152,35000000,139000000,1979
174,27000000,96900000,1991
172,30000000,70200000,1989
154,12000000,95800000,1982
157,18000000,87000000,1984
168,24000000,133000000,1986
364,80000000,266824291,1992
621,6000000,387513770,1978
578,12000000,470700000,1975
579,20000000,208900376,1978
75,80000000,101371017,1996
9390,50000000,274000000,1996
4232,15000000,173046663,1996
8818,55000000,151947179,1996
9619,115000000,178200000,1997
9366,35000000,65303052,1997
1624,45000000,302710615,1997
76996,250000,743216,1997
9360,45000000,136998907,1997
13982,3000000,4002884,1997
10357,90000000,120100000,1997
816,18000000,67683989,1997
12499,85000000,35681080,1997
1701,80000000,224117573,1997
1639,110000000,150468000,1997
11970,70000000,250700000,1997
8874,46000000,298923419,1997
11956,300000,2525984,1996
607,90000000,587790539,1997
686,90000000,165900000,1997
9387,20000000,79114085,1982
10603,55000000,174463257,1997
2142,15000000,63706632,1997
10336,40000000,87949859,1997
20737,3000000,27788649,1997
8834,80000000,142783718,1997
9772,85000000,315268353,1997
978,70000000,131445884,1997
55306,2700000,15600000,1997
2255,250000,15155095,1997
3597,17000000,125250091,1997
125052,500000,367582,1998
4995,15000000,43111725,1997
563,100000000,121100000,1997
10215,6000000,58809149,1998
9823,30000000,51327406,1997
9444,53000000,139801290,1997
8078,60000000,160700000,1997
11831,40000000,58250151,1997
9574,80000000,177993801,1997
489,10000000,225933435,1997
597,200000000,2207615668,1997
714,110000000,339504276,1997
52537,50000000,40119848,2004
184,12000000,74727492,1997
586,15000000,64252038,1997
2666,27000000,27257061,1998
6116,25000000,56042592,1998
10153,73000000,50168294,1998
2898,50000000,314111923,1997
32456,1000000,2315026,1998
2157,80000000,136047317,1998
795,55000000,198750909,1998
9469,25000000,22411948,1998
10622,6000000,31716953,1998
55561,2000000,539961,1998
8656,80000000,349464664,1998
18937,40000000,38172500,1998
929,125000000,376000000,1998
9452,30000000,29203383,1998
1878,18500000,13711903,1998
9715,30000000,81529000,1998
6068,80000000,164800000,1998
10674,90000000,303500000,1998
3050,71500000,294156605,1998
20862,2000000,7756617,1998
95,140000000,554600000,1998
944,140000000,285400000,1998
11551,40000000,71743823,1998
544,22000000,369884651,1998
25430,55000000,9521458,2006
10633,2000000,24391108,1967
1366,1000000,225000000,1976
9443,5500000,57467731,1981
606,31000000,258210860,1985
380,25000000,412800000,1988
4488,550000,59754601,1980
948,325000,70000000,1978
10585,9000000,44196684,1988
11186,13000000,34166572,1990
609,10700000,121706019,1982
941,15000000,120192350,1987
943,35000000,319700000,1992
165,40000000,332000000,1989
196,40000000,244088654,1990
16084,26000000,160822438,2003
3170,858000,268000000,1942
9424,15000000,19014238,1998
9835,10000000,30143795,1998
857,65000000,485035085,1998
907,11000000,111859493,1965
87,28000000,333080271,1984
8688,73000000,103891409,1998
15171,82500000,143985708,2006
11976,25000000,23506237,1986
36647,45000000,131237688,1998
41469,1000000,3465703,1998
12684,35000000,18376443,2014
36055,14000000,20537741,2009
431,250000,8969065,1998
22796,20000000,18310591,1998
10699,42000000,66787173,1992
53113,30000000,26708196,1998
2109,35000000,245300000,1998
8195,55000000,70692101,1998
9877,14000000,72571864,1998
26618,8000000,2256606,1998
8916,60000000,152457863,1998
12159,80000000,71485043,1998
37532,1000000,1087521,1998
11932,25000000,50692188,1998
6435,60000000,68336997,1998
10683,3000000,5746453,1998
637,20000000,229385361,1998
8675,1000000,627287,1998
4518,25000000,82150642,1998
1808,9000000,4313644,1998
9798,85000000,250649836,1998
9466,12000000,6200000,1998
244,23000000,90614445,1976
9447,80000000,69131860,1998
10029,10000000,21094974,1998
8545,6000000,21787233,1998
200,70000000,117800000,1998
11545,10000000,19080435,1998
1934,26000000,279500000,1998
1369,44000000,300400000,1985
1368,14000000,125212904,1982
1370,58000000,188715611,1988
9489,65000000,250800000,1998
10312,50000000,202173000,1998
9441,50000000,159745279,1998
14709,16000000,54294169,1999
9423,75000000,30626690,1999
9671,8800000,328203506,1986
45712,30000000,4967493,1999
2112,50000000,161626121,1999
111794,66000,602920,1999
1542,10000000,12179708,1999
8224,40000000,96398826,1999
15856,19000000,65090541,1999
9535,30000000,176885658,1999
796,11000000,75803716,1999
100,1350000,28356188,1999
11374,60000000,35319689,1999
4951,13000000,60414025,1999
65749,4500000,5428387,1999
11660,6000,240495,1999
9430,6500000,28383441,1999
6522,75000000,73521587,1999
9451,8500000,17202854,1999
1844,66000000,211700000,1999
8592,47000000,162738726,1990
17962,4500000,2481925,2010
15660,5000000,25032000,1981
1924,55000000,300200000,1978
509,42000000,363728226,1999
62676,8300000,2598224,1999
817,35000000,312383487,1999
37135,145000000,448191819,1999
104,1750000,22879194,1999
9032,30000000,228641283,1999
8487,175000000,221229335,1999
125263,600000,85343,1999
2105,12000000,234723148,1999
345,65000000,104267443,1999
620,30000000,295212467,1984
8914,60000000,165048228,1999
9824,68000000,33462011,1999
4806,70000000,310138178,1999
33430,500000,1027228,1999
967,12000000,60000000,1960
3175,11000000,20169934,1975
11353,55000000,98699769,1999
17707,25000000,11115766,1999
9781,16000000,5825314,1999
2280,18000000,151668774,1988
10154,40000000,53864342,1999
22314,7000000,15471229,1999
14578,7000000,7824358,1999
10307,32000000,89441732,1999
14,15000000,356258047,1999
11001,36000000,117448157,1999
10390,50000000,46112640,1999
10398,40000000,177835231,1999
14429,8000000,22591451,1999
6415,48000000,107752036,1999
24066,1700000,2891228,1999
12618,64000000,63200000,1999
226,2000000,20741000,1999
861,65000000,261400000,1990
16642,3000000,3660880,1978
535,7000000,201463574,1983
658,3000000,124900000,1964
657,2000000,78900000,1964
646,1000000,59567035,1963
772,20000000,358994850,1992
550,65000000,100851705,1999
856,70000000,351500000,1988
699,28000000,195300000,1981
709,42000000,156167015,1989
253,7000000,161800000,1973
660,9000000,141200000,1965
492,13000000,32382381,1999
21610,5000000,19600000,1981
1832,10000000,43948865,1999
47692,15000000,1970268,1999
2668,70000000,207068340,1999
10998,14000000,320100000,1987
9013,30000000,81613606,1988
9946,100000000,212026975,1999
863,90000000,511358276,1999
55123,312000,1788168,1999
10402,18000000,92935067,1999
2277,90000000,87420776,1999
10137,105000000,298815224,1999
334,37000000,48446802,1999
9563,60000000,100230832,1999
1850,52000000,47407635,1999
926,45000000,90523726,1999
10471,9500000,59675307,2000
17908,7000000,35795319,2000
10384,60000000,14816494,2000
18681,15000000,18260865,2000
8872,20000000,183097323,1992
9869,45000000,178100000,1992
9374,55000000,149022650,1992
8293,8000000,26317943,1992
9367,7000,2041928,1993
4234,40000000,161838076,2000
15489,13000000,62452927,2000
14181,9000000,28773637,2000
10385,40000000,51867723,2000
2787,23000000,53182088,2000
11004,35000000,33422485,2000
25212,800000,371647,2000
25166,16000000,15980376,2000
4816,2000000,10672492,2000
2067,90000000,106000000,2000
838,777000,140000000,1973
820,40000000,205400000,1991
462,50000000,257805243,2000
9532,23000000,112036870,2000
1498,13500000,202000000,1990
2085,25000000,91036760,2000
13539,15000000,10845127,2000
3082,1500000,165049,1936
840,20000000,340800479,1977
243,20000000,47881663,2000
879,70000000,300854823,1991
10559,31000000,68079671,2000
10479,60000000,71719931,2000
106,18000000,98267558,1987
10468,43000000,62063972,2000
1359,8000000,28674417,2000
4967,29000000,45336404,2000
10557,3000000,30438635,2000
18041,14000000,12591270,2000
3536,62000000,127630030,2000
10564,15000000,40862054,2000
98,103000000,457683805,2000
21311,34000000,14291999,2000
11129,3300000,5422740,2000
16395,75000000,219572877,2016
10560,18000000,21361109,2000
10567,127500000,356148063,2000
10642,20000000,18250106,2000
9285,16000000,119739110,2000
10569,18000000,29934477,2000
21484,25000000,14805812,2002
8584,55000000,71189835,2000
668,8000000,82000000,1969
698,31000000,210300000,1979
9600,33000000,173559438,2000
985,100000,7012524,1977
11368,1500000,2730877,1985
169,35000000,54768418,1990
9659,200000,99750000,1980
17814,30000000,36040895,2005
482,53012938,107190108,2000
25636,2500000,1687548,2000
7443,42000000,227793915,2000
4247,19000000,277200000,2000
23655,500000,1167524,2000
36657,75000000,296872367,2000
2655,90000000,288693989,2000
12107,84000000,166307945,2000
10641,40000000,90717684,2000
6282,45000000,113916474,2000
9383,90000000,191200000,2000
5551,65000000,128874043,2000
2360,4000000,27786849,2000
10391,40000000,40435694,2000
14195,10000000,1953882,2000
1588,10000000,90453550,2000
10480,24000000,27732366,2000
786,60000000,47371191,2000
14805,35000000,15471969,2000
18074,16000000,6615452,2000
12212,15000000,38574362,2000
14629,8000000,10192613,2000
16,12500000,45557491,2000
13785,6000000,20695413,2000
10637,30000000,136706683,2000
9003,1000000,14575148,1987
24664,10000000,2373937,2000
20455,5000000,16628751,2000
10461,40000000,19417182,2000
1597,55000000,330425040,2000
641,4500000,7389233,2000
10383,28000000,31320293,2000
71,5000000,109272908,2000
1636,48000000,90376224,2000
10647,40000000,55696705,2000
11531,15000000,47721314,2000
4327,90000000,259736090,2000
9678,80000000,58270391,2000
11978,32000000,82339483,2000
8870,80000000,33463969,2000
14295,1200000,10827356,2000
681,7200000,116000000,1971
10862,35000000,53425292,2000
8871,123000000,345141403,2000
10876,13500000,11732088,2000
9741,73243106,248099143,2000
146,15000000,213514672,2000
11983,65000000,62761005,2000
11678,75000000,213500000,2000
107,10000000,83593107,2000
392,25000000,152500343,2000
8859,13000000,73180297,2000
12509,6000000,10557291,2000
3981,65000000,374105123,2000
711,43000000,80013623,2000
8358,85000000,427230516,2000
1493,45000000,213420951,2000
134,26000000,75763814,2000
21355,45000000,18120267,2000
11973,80000000,66554547,2000
1900,48000000,208300000,2000
9989,30000000,17865209,2001
9816,13000000,122244329,2001
20637,1000000,1425707,2000
96,20000000,276665036,1987
90,15000000,316300000,1984
12506,29000000,25899797,1987
34379,1000000,2684207,2001
9740,87000000,350100280,2001
10878,22000000,25873142,2001
16300,30000000,71172251,2001
19405,10000000,44451470,2001
1921,40000000,65754228,2001
44412,12000000,622273,2001
12138,62000000,18708848,2001
39180,16000000,43057552,2001
2749,42000000,56331864,2001
10050,10000000,19860259,2001
853,85000000,96971293,2001
10877,33000000,79958599,2001
77,5000000,39723096,2001
10833,38000000,57753825,2001
12658,23000000,38684906,2001
10054,35000000,197692062,2001
55,2000000,20883834,2001
2043,28000000,105159085,2001
4133,30000000,83282296,2001
56715,40000000,16172200,2001
634,25000000,281527158,2001
10956,16000000,30987695,2001
136558,7000000,23393939,2001
9290,25000000,39393111,2001
10477,72000000,54616869,2001
38047,2000000,76654,2001
8095,42000000,71000000,1963
5852,38000000,29544532,2001
808,50000000,491812794,2001
824,53000000,179209685,2001
676,151500000,449239855,2001
14034,30000000,38462071,2001
9397,80000000,98341932,2001
9705,80000000,147080413,2001
1089,24000000,83531958,1991
10865,90000000,186049020,2001
1995,94000000,273330185,2001
10808,72000000,176101721,2001
11826,4300000,10158355,2001
4248,45000000,141189101,2001
2114,137000000,85131830,2001
8835,18000000,141809235,2001
9517,2100000,1381824,2001
15745,5000000,5476060,2001
9493,15000000,216600000,1988
9085,30000000,95857262,1989
11467,46000000,160648493,2001
1548,5500000,8761608,2001
13403,6000000,3740030,2001
5175,90000000,347425832,2001
2770,30000000,286500000,2001
13496,35000000,13601109,2001
10972,1500000,1619602,2001
1722,57000000,62097495,2001
9896,48000000,86607223,2001
2294,22000000,33762400,2001
8922,10000000,58939035,2001
12508,38000000,19317765,2001
14033,14000000,4288246,2001
25462,13000000,22391450,2001
20857,21000000,43728560,2001
22617,2000000,1075504,2001
2185,45000000,8488871,2002
2034,45000000,104505362,2001
11576,9400000,60000000,1963
12103,50000000,104488383,2001
11313,31000000,30885781,2001
9398,28000000,60780981,2001
9778,28000000,77477297,2001
17708,11000000,25116103,2001
1018,15000000,11919578,2001
11380,10000000,8378853,2001
768,35000000,68712365,2001
34043,10000000,4690802,2001
141,4500000,7510877,2001
11457,18000000,23889158,2001
11456,53000000,54207112,2001
585,115000000,559757719,2001
11088,35000000,28906817,2001
20794,6000000,2522928,2001
14369,11000000,14786394,2001
1535,90000000,143049560,2001
1999,1700000,42137871,2001
10656,2000000,1663296,1985
299,85000000,450728529,2001
11397,15000000,62401343,2001
1903,70000000,202726605,2001
11889,5500000,15155021,2001
8386,12000000,31222395,2001
12589,25000000,102992536,2001
12312,38000000,24515990,2001
18783,145000000,121671925,2005
8489,109000000,87683966,2001
855,95000000,159691085,2001
10950,22000000,92542418,2001
1365,4000000,43766463,2001
11857,18000000,43308707,2002
4965,40000000,7974607,2002
11891,10000000,17033556,2002
11888,32000000,116898028,2002
20009,11000000,5942218,2002
2084,13000000,8130727,2002
11870,15000000,52461017,2002
9884,85000000,78353508,2002
11535,70000000,25852508,2002
17130,12000000,57000000,2002
10592,70000000,33076815,2002
8470,36000000,102226631,2002
39939,1200000,23046142,2002
480,1200000,27025600,2002
77955,13300000,7229933,2014
2752,17000000,95092667,2002
10590,70000000,114658262,2002
13950,14000000,25873145,2002
15186,2000000,3438804,2002
10935,44000000,3484523,1980
425,65000000,386116343,2002
1576,35000000,103787401,2002
5851,85000000,78948765,2002
15647,1500000,9345061,2002
6020,12000000,12516222,2002
18292,42000,342722,2000
15028,26000000,38788828,2002
9275,50000000,8374062,2002
4547,48000000,196308367,2002
11560,42000000,63781100,2002
11452,6000000,39241323,2002
35944,6000000,4316497,2002
12149,11000000,19947280,2002
8346,5000000,374890034,2002
14168,48000000,71171825,2007
11892,50000000,56643267,2002
11470,14000000,16951798,2002
1282,400000,1600566,2002
13201,10000000,6244618,2002
9689,16000000,14839383,2002
557,139000000,821706375,2002
2251,50000000,119114494,2002
245,27000000,130759651,2002
1957,38000000,50970660,2002
9023,80000000,106515310,2002
17734,3000000,3705923,2002
12277,25000000,40796145,2002
9637,84000000,276294164,2002
12100,115000000,77628265,2002
180,102000000,358824714,2002
9555,7000000,16866928,2002
57022,5600000,3281898,2002
2022,50000000,171269535,2002
21972,30000000,62432423,2002
6278,60000000,82150183,2002
4147,80000000,183354514,2002
96238,500000,308793,2002
11442,15000000,37659652,2002
8869,30000000,36722311,2002
8665,90000000,65716126,2002
10996,120000000,166000000,2002
818,63000000,296338663,2002
39141,150000,3270128,2002
2675,70702619,408269295,2002
9488,38000000,119721296,2002
7451,70000000,267200000,2002
9266,30000000,51618420,2002
9357,12000000,52223306,2002
12771,29000000,20146150,2002
20616,10000000,34364995,2002
10611,12000000,77063461,2002
11013,4000000,9413956,2002
11529,38000000,182365114,2002
2110,15300000,7000000,2002
15173,14000000,25608779,2002
9533,78000000,206455420,2002
9260,12000000,4606284,2002
37964,8000000,28315272,2002
7501,15000000,12419700,2002
13768,15000000,19344615,2002
10994,16000000,21657770,2002
1430,3000000,58240487,2002
8051,25000000,24591031,2002
15992,25000000,12219367,2002
14112,7000000,2703821,2002
30309,3000000,7777790,2002
39874,14000000,102836002,2009
9645,20000000,68349884,2002
9012,5000000,79282312,2002
1360,12000000,56131239,2002
12208,12000000,41744718,1967
8427,70000000,60279822,2002
9280,35000000,16830252,2002
65,41000000,245768384,2002
10712,13500000,29027914,2002
10167,25000000,19233280,2002
672,100000000,878979634,2002
47890,10000000,11400000,1981
36669,142000000,431942139,2002
10426,10000000,33526835,2002
15074,40000000,12624471,2002
9016,100000000,91800000,2002
16028,17000000,16140842,2002
14433,16000000,1844228,2013
9932,60000000,54994757,2002
13369,3500000,18495444,2002
2757,18500000,32531759,2002
7299,20000000,5345869,2002
40952,20000000,8178569,2005
7303,55000000,163838217,2002
201,60000000,67312826,2002
2755,30000000,107054484,2002
1429,4500000,25344490,2002
13435,12500000,23367586,2002
3131,97000000,183124621,2002
2642,60000000,199043309,2002
11022,7500000,11843260,2002
20424,12000000,4984663,1986
640,52000000,355612291,2002
1574,30000000,306770545,2002
4912,29000000,33013805,2002
12090,19000000,101564935,2003
10628,60000000,90723216,2003
10727,7000000,47289758,2003
39349,10000000,18423914,1994
9358,26000000,90396664,2003
10894,1750000,634803,2003
9919,50000000,178890782,2003
6038,50000000,88316835,2003
9480,80000000,182782518,2003
13132,1000000,703020,2003
1956,7000000,719699,2003
4911,15000000,12262065,2003
16072,55000000,12923936,2003
11635,24000000,86765463,2003
10623,25000000,56434942,2003
10678,20000000,164675402,2003
9567,75000000,85632458,2003
979,5400000,8133256,2003
455,5600000,74566042,2003
12079,4500000,1022649,2003
9557,15000000,14933713,2003
6171,68000000,75685268,2003
10782,50000000,42598498,2003
9776,35200000,38283765,2003
25461,800000,2900578,2003
1817,11000000,97837138,2003
9506,56000000,195660942,2003
14290,250000,3809226,2003
24621,9000000,12657377,2003
8326,20000000,71232214,2003
13411,15000000,34499204,2003
11516,28000000,39134983,2003
994,25000000,11253821,2011
2832,28000000,82183683,2003
11458,20000000,5694213,2003
36658,125000000,406875536,2003
46989,1000000,475367,2003
10708,60000000,164285587,2003
55616,1100000,81371,2003
310,81000000,484468608,2003
12,94000000,936429370,2003
9902,10000000,28649556,2003
584,76000000,236410607,2003
1088,4300000,39374600,2003
11375,75000000,50409753,2003
20694,25000000,55443032,2003
170,8000000,82955633,2003
9471,120000000,227200000,2003
24109,140000000,203018919,2005
1927,137000000,245075434,2003
14411,60000000,80767884,2003
296,170000000,433058296,2003
302,7800000,24021282,2003
22,140000000,634954103,2003
32235,1900000,1445140,2003
8961,130000000,273271982,2003
9486,45000000,163126676,2003
3472,10000000,14156753,2003
24356,7500000,555335,2003
1996,90000000,157092943,2003
4464,86000000,148715342,2003
12279,40000000,167851995,2003
8273,55000000,126425115,2003
8046,54000000,7126002,2003
6466,25000000,114576403,2003
2055,26000000,68613992,2003
11770,10000000,42776032,2004
2771,2000000,8685632,2003
44408,25000000,38112154,2011
10923,25000000,58240458,2003
11351,25000000,119923801,2003
13778,17000000,23734486,2003
11547,1500000,30351664,2003
1428,29000000,97413527,2003
153,4000000,117085297,2003
8408,3500000,34004262,1985
39859,8000000,18828036,2006
10739,18000000,13203044,2003
13156,30000000,47902566,2003
9707,1000000,1492895,2003
7288,40000000,10070651,2003
10934,18000000,57490024,2003
5653,35000000,32738814,2003
321,5500000,6148823,2003
20,2500000,12267275,2003
650,6500000,56200634,1991
18900,3500000,13007551,1967
2116,50000000,55489826,2003
1584,20000000,131945303,2003
322,30000000,156822020,2003
21765,17000000,45312217,2003
11775,60000000,121327628,2003
1550,300000,3571253,2003
10629,17000000,9438074,2003
10944,12000000,23693646,2003
9839,60000000,11427090,2003
13920,35000000,53293628,2003
4256,45000000,155200000,2003
1807,3000000,10051516,2003
13537,6000000,3456602,2003
10719,32000000,220236410,2003
508,45000000,247950247,2003
10715,80000000,54540662,2003
8619,135000000,212912137,2003
21525,300000,7808524,2003
4970,40000000,141484812,2003
470,20000000,59667625,2003
10147,18000000,77147031,2003
9562,80000000,26703184,2003
10234,15000000,8200127,2008
10410,35000000,28391473,1992
951,26000000,202000000,1990
10413,15000000,52189039,1993
3062,439000,2281000,1933
11519,32000000,94875000,1979
10028,18000000,62646763,2003
587,70000000,123954323,2003
6964,80000000,266685242,2003
1792,55000000,63537164,2003
3635,12000000,43281552,2003
11820,65000000,141205169,2003
8696,10000000,93074616,2003
11093,16500000,16157923,2003
504,5000000,64240813,2003
